101110,"121.481,31.311",start location top 1
101167,"121.485,31.306",start location top 1
101167,"121.489,31.311",start location top 1
2269,"121.531,31.323",start location top 2
2269,"121.536,31.32800000000001",start location top 2
2334,"121.531,31.323",start location top 2
2334,"121.534,31.331",start location top 2
2875,"121.531,31.323",start location top 2
2875,"121.537,31.32800000000001",start location top 2
3153,"121.531,31.323",start location top 2
3153,"121.537,31.331",start location top 2
3346,"121.531,31.323",start location top 2
3346,"121.522,31.325",start location top 2
4437,"121.531,31.323",start location top 2
4437,"121.535,31.318",start location top 2
4660,"121.531,31.323",start location top 2
4660,"121.539,31.32800000000001",start location top 2
4684,"121.531,31.323",start location top 2
4684,"121.522,31.324",start location top 2
5439,"121.531,31.323",start location top 2
5439,"121.537,31.33",start location top 2
6401,"121.531,31.323",start location top 2
6401,"121.527,31.322",start location top 2
7223,"121.531,31.323",start location top 2
7223,"121.523,31.325",start location top 2
7308,"121.531,31.323",start location top 2
7308,"121.528,31.295",start location top 2
7517,"121.531,31.323",start location top 2
7517,"121.534,31.331",start location top 2
8164,"121.531,31.323",start location top 2
8164,"121.538,31.315",start location top 2
8512,"121.531,31.323",start location top 2
8512,"121.538,31.31900000000001",start location top 2
8817,"121.531,31.323",start location top 2
8817,"121.539,31.32800000000001",start location top 2
8872,"121.531,31.323",start location top 2
8872,"121.532,31.331",start location top 2
9270,"121.531,31.323",start location top 2
9270,"121.524,31.329",start location top 2
11575,"121.531,31.323",start location top 2
11575,"121.541,31.32800000000001",start location top 2
11975,"121.531,31.323",start location top 2
11975,"121.535,31.331",start location top 2
12268,"121.531,31.323",start location top 2
12268,"121.529,31.333",start location top 2
12500,"121.531,31.323",start location top 2
12500,"121.528,31.324",start location top 2
12983,"121.531,31.323",start location top 2
12983,"121.532,31.331",start location top 2
13128,"121.531,31.323",start location top 2
13128,"121.538,31.327",start location top 2
13592,"121.531,31.323",start location top 2
13592,"121.529,31.334",start location top 2
14649,"121.531,31.323",start location top 2
14649,"121.536,31.32800000000001",start location top 2
15176,"121.531,31.323",start location top 2
15176,"121.529,31.32800000000001",start location top 2
16699,"121.531,31.323",start location top 2
16699,"121.528,31.32800000000001",start location top 2
16780,"121.531,31.323",start location top 2
16780,"121.54,31.321",start location top 2
17235,"121.531,31.323",start location top 2
17235,"121.524,31.32800000000001",start location top 2
17937,"121.531,31.323",start location top 2
17937,"121.54,31.32800000000001",start location top 2
18259,"121.531,31.323",start location top 2
18259,"121.516,31.32",start location top 2
18383,"121.531,31.323",start location top 2
18383,"121.54,31.324",start location top 2
18971,"121.531,31.323",start location top 2
18971,"121.536,31.32800000000001",start location top 2
19220,"121.531,31.323",start location top 2
19220,"121.535,31.333",start location top 2
19563,"121.531,31.323",start location top 2
19563,"121.532,31.33",start location top 2
20657,"121.531,31.323",start location top 2
20657,"121.529,31.334",start location top 2
21102,"121.531,31.323",start location top 2
21102,"121.524,31.32800000000001",start location top 2
22019,"121.531,31.323",start location top 2
22019,"121.527,31.32800000000001",start location top 2
22748,"121.531,31.323",start location top 2
22748,"121.555,31.324",start location top 2
22856,"121.531,31.323",start location top 2
22856,"121.536,31.32800000000001",start location top 2
23084,"121.531,31.323",start location top 2
23084,"121.532,31.333",start location top 2
24141,"121.531,31.323",start location top 2
24141,"121.532,31.331",start location top 2
24230,"121.531,31.323",start location top 2
24230,"121.523,31.322",start location top 2
24777,"121.531,31.323",start location top 2
24777,"121.54,31.32800000000001",start location top 2
24829,"121.531,31.323",start location top 2
24829,"121.538,31.317",start location top 2
25059,"121.531,31.323",start location top 2
25059,"121.527,31.336",start location top 2
25272,"121.531,31.323",start location top 2
25272,"121.525,31.324",start location top 2
25675,"121.531,31.323",start location top 2
25675,"121.519,31.325",start location top 2
25715,"121.531,31.323",start location top 2
25715,"121.543,31.327",start location top 2
25756,"121.531,31.323",start location top 2
25756,"121.542,31.324",start location top 2
25830,"121.531,31.323",start location top 2
25830,"121.533,31.32800000000001",start location top 2
26346,"121.531,31.323",start location top 2
26346,"121.537,31.324",start location top 2
27361,"121.531,31.323",start location top 2
27361,"121.53,31.32800000000001",start location top 2
27612,"121.531,31.323",start location top 2
27612,"121.534,31.331",start location top 2
28063,"121.531,31.323",start location top 2
28063,"121.542,31.327",start location top 2
28642,"121.531,31.323",start location top 2
28642,"121.536,31.324",start location top 2
29010,"121.531,31.323",start location top 2
29010,"121.528,31.324",start location top 2
29484,"121.531,31.323",start location top 2
29484,"121.534,31.32800000000001",start location top 2
30067,"121.531,31.323",start location top 2
30067,"121.54,31.324",start location top 2
30682,"121.531,31.323",start location top 2
30682,"121.533,31.331",start location top 2
30717,"121.531,31.323",start location top 2
30717,"121.524,31.329",start location top 2
31162,"121.531,31.323",start location top 2
31162,"121.543,31.327",start location top 2
31184,"121.531,31.323",start location top 2
31184,"121.542,31.322",start location top 2
31342,"121.531,31.323",start location top 2
31342,"121.534,31.324",start location top 2
31535,"121.531,31.323",start location top 2
31535,"121.537,31.331",start location top 2
31767,"121.531,31.323",start location top 2
31767,"121.536,31.32800000000001",start location top 2
31984,"121.531,31.323",start location top 2
31984,"121.532,31.331",start location top 2
32079,"121.531,31.323",start location top 2
32079,"121.52,31.32",start location top 2
32224,"121.531,31.323",start location top 2
32224,"121.537,31.331",start location top 2
32434,"121.531,31.323",start location top 2
32434,"121.528,31.324",start location top 2
32689,"121.531,31.323",start location top 2
32689,"121.541,31.324",start location top 2
33059,"121.531,31.323",start location top 2
33059,"121.536,31.333",start location top 2
33866,"121.531,31.323",start location top 2
33866,"121.538,31.31900000000001",start location top 2
36054,"121.531,31.323",start location top 2
36054,"121.526,31.332",start location top 2
36064,"121.531,31.323",start location top 2
36064,"121.522,31.322",start location top 2
36689,"121.531,31.323",start location top 2
36689,"121.518,31.301",start location top 2
37943,"121.531,31.323",start location top 2
37943,"121.536,31.32800000000001",start location top 2
38015,"121.531,31.323",start location top 2
38015,"121.533,31.331",start location top 2
38761,"121.531,31.323",start location top 2
38761,"121.536,31.333",start location top 2
38900,"121.531,31.323",start location top 2
38900,"121.536,31.32800000000001",start location top 2
40153,"121.531,31.323",start location top 2
40153,"121.524,31.324",start location top 2
40488,"121.531,31.323",start location top 2
40488,"121.499,31.295",start location top 2
42341,"121.531,31.323",start location top 2
42341,"121.536,31.333",start location top 2
43543,"121.531,31.323",start location top 2
43543,"121.534,31.331",start location top 2
45264,"121.531,31.323",start location top 2
45264,"121.538,31.326",start location top 2
46636,"121.531,31.323",start location top 2
46636,"121.542,31.322",start location top 2
46848,"121.531,31.323",start location top 2
46848,"121.543,31.324",start location top 2
47382,"121.531,31.323",start location top 2
47382,"121.527,31.32800000000001",start location top 2
50045,"121.531,31.323",start location top 2
50045,"121.541,31.32800000000001",start location top 2
50178,"121.531,31.323",start location top 2
50178,"121.528,31.32800000000001",start location top 2
50712,"121.531,31.323",start location top 2
50712,"121.523,31.325",start location top 2
51403,"121.531,31.323",start location top 2
51403,"121.538,31.32800000000001",start location top 2
51840,"121.531,31.323",start location top 2
51840,"121.533,31.32800000000001",start location top 2
52243,"121.531,31.323",start location top 2
52243,"121.538,31.33",start location top 2
52958,"121.531,31.323",start location top 2
52958,"121.526,31.309",start location top 2
53243,"121.531,31.323",start location top 2
53243,"121.527,31.32800000000001",start location top 2
53588,"121.531,31.323",start location top 2
53588,"121.528,31.32800000000001",start location top 2
53694,"121.531,31.323",start location top 2
53694,"121.533,31.331",start location top 2
53779,"121.531,31.323",start location top 2
53779,"121.518,31.301",start location top 2
53998,"121.531,31.323",start location top 2
53998,"121.529,31.333",start location top 2
54245,"121.531,31.323",start location top 2
54245,"121.525,31.324",start location top 2
54583,"121.531,31.323",start location top 2
54583,"121.532,31.331",start location top 2
55145,"121.531,31.323",start location top 2
55145,"121.524,31.32800000000001",start location top 2
55549,"121.531,31.323",start location top 2
55549,"121.539,31.327",start location top 2
56375,"121.531,31.323",start location top 2
56375,"121.536,31.333",start location top 2
56477,"121.531,31.323",start location top 2
56477,"121.535,31.331",start location top 2
56608,"121.531,31.323",start location top 2
56608,"121.533,31.275",start location top 2
57412,"121.531,31.323",start location top 2
57412,"121.49,31.308",start location top 2
58472,"121.531,31.323",start location top 2
58472,"121.527,31.32800000000001",start location top 2
59021,"121.531,31.323",start location top 2
59021,"121.536,31.333",start location top 2
59951,"121.531,31.323",start location top 2
59951,"121.521,31.316",start location top 2
60125,"121.531,31.323",start location top 2
60125,"121.532,31.331",start location top 2
60180,"121.531,31.323",start location top 2
60180,"121.541,31.32800000000001",start location top 2
60243,"121.531,31.323",start location top 2
60243,"121.534,31.331",start location top 2
60384,"121.531,31.323",start location top 2
60384,"121.537,31.321",start location top 2
60556,"121.531,31.323",start location top 2
60556,"121.536,31.32800000000001",start location top 2
60739,"121.531,31.323",start location top 2
60739,"121.53,31.32800000000001",start location top 2
61118,"121.531,31.323",start location top 2
61118,"121.517,31.302",start location top 2
61965,"121.531,31.323",start location top 2
61965,"121.536,31.333",start location top 2
62109,"121.531,31.323",start location top 2
62109,"121.537,31.331",start location top 2
62518,"121.531,31.323",start location top 2
62518,"121.526,31.336",start location top 2
62823,"121.531,31.323",start location top 2
62823,"121.541,31.32800000000001",start location top 2
62938,"121.531,31.323",start location top 2
62938,"121.542,31.325",start location top 2
63738,"121.531,31.323",start location top 2
63738,"121.54,31.32800000000001",start location top 2
64736,"121.531,31.323",start location top 2
64736,"121.536,31.32800000000001",start location top 2
64750,"121.531,31.323",start location top 2
64750,"121.537,31.331",start location top 2
64760,"121.531,31.323",start location top 2
64760,"121.529,31.336",start location top 2
66584,"121.531,31.323",start location top 2
66584,"121.533,31.331",start location top 2
66642,"121.531,31.323",start location top 2
66642,"121.527,31.324",start location top 2
66791,"121.531,31.323",start location top 2
66791,"121.532,31.331",start location top 2
67418,"121.531,31.323",start location top 2
67418,"121.542,31.322",start location top 2
68360,"121.531,31.323",start location top 2
68360,"121.538,31.32800000000001",start location top 2
69339,"121.531,31.323",start location top 2
69339,"121.528,31.336",start location top 2
69856,"121.531,31.323",start location top 2
69856,"121.544,31.32800000000001",start location top 2
69906,"121.531,31.323",start location top 2
69906,"121.534,31.331",start location top 2
70248,"121.531,31.323",start location top 2
70248,"121.529,31.334",start location top 2
70629,"121.531,31.323",start location top 2
70629,"121.536,31.324",start location top 2
70965,"121.531,31.323",start location top 2
70965,"121.532,31.333",start location top 2
71127,"121.531,31.323",start location top 2
71127,"121.529,31.336",start location top 2
71149,"121.531,31.323",start location top 2
71149,"121.543,31.327",start location top 2
71169,"121.531,31.323",start location top 2
71169,"121.527,31.32800000000001",start location top 2
71535,"121.531,31.323",start location top 2
71535,"121.546,31.326",start location top 2
72499,"121.531,31.323",start location top 2
72499,"121.536,31.318",start location top 2
73071,"121.531,31.323",start location top 2
73071,"121.536,31.333",start location top 2
73160,"121.531,31.323",start location top 2
73160,"121.541,31.321",start location top 2
73692,"121.531,31.323",start location top 2
73692,"121.526,31.331",start location top 2
73818,"121.531,31.323",start location top 2
73818,"121.534,31.331",start location top 2
74250,"121.531,31.323",start location top 2
74250,"121.538,31.31900000000001",start location top 2
75142,"121.531,31.323",start location top 2
75142,"121.526,31.33",start location top 2
76533,"121.531,31.323",start location top 2
76533,"121.529,31.333",start location top 2
76597,"121.531,31.323",start location top 2
76597,"121.529,31.335",start location top 2
76738,"121.531,31.323",start location top 2
